LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
NJ3YQBMXV2,18,74751,234616,414,55,1,14.92,36,0.16,Master's,Full-time,Married,No,No,Business,No,0
QOQESGT5NH,56,41969,192130,715,0,2,14.74,36,0.67,PhD,Self-employed,Married,No,Yes,Home,Yes,0
KM6UC0FN9J,32,43713,100196,651,67,1,20.09,12,0.46,PhD,Self-employed,Married,Yes,No,Home,No,1
0EC7AVEBD2,66,52861,7547,802,91,1,16.42,36,0.66,High School,Part-time,Single,Yes,No,Home,Yes,0
G329YNSQU1,24,86038,68130,790,21,4,18.73,60,0.81,PhD,Part-time,Divorced,No,Yes,Business,Yes,1
3U98XILG0V,23,98812,163575,324,3,4,15.83,24,0.4,PhD,Unemployed,Divorced,Yes,Yes,Auto,Yes,1
M9OJUCNZB8,68,72704,152952,582,47,2,4.25,60,0.46,PhD,Part-time,Divorced,No,No,Other,Yes,0
4DJ9EUAB7N,59,125470,173680,647,72,3,10.11,60,0.85,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,0
TMU3LLC326,66,63034,114838,727,24,4,22.35,60,0.66,Bachelor's,Self-employed,Married,Yes,Yes,Auto,No,0
TVQADRT0EH,68,55157,113245,679,28,4,21.29,24,0.15,High School,Unemployed,Married,No,Yes,Business,No,0
L0JUTSZ26F,59,107525,219073,385,27,3,15.42,60,0.39,Bachelor's,Self-employed,Divorced,Yes,Yes,Auto,Yes,1
RP0O9YGDZO,55,28847,113396,478,113,2,6.83,12,0.23,Master's,Full-time,Divorced,No,Yes,Home,No,0
H4GS0G9Z9W,58,28789,212918,707,56,3,24.03,60,0.8,PhD,Self-employed,Single,Yes,No,Home,Yes,0
R3JJ696H0P,48,33189,243305,453,44,2,19.43,12,0.88,Bachelor's,Part-time,Married,Yes,No,Business,Yes,0
CM5TGNAJZX,51,99548,94489,662,49,4,19.48,36,0.13,Bachelor's,Self-employed,Single,No,No,Auto,No,0
JDM0DUEIAN,37,63588,132164,394,26,4,2.03,36,0.14,High School,Unemployed,Married,No,Yes,Home,No,0
LSYTIOG6QW,63,99141,144112,518,44,4,11.74,60,0.42,Master's,Full-time,Divorced,Yes,Yes,Home,No,0
J9XPWYZDT4,29,83505,246157,581,33,3,15.37,36,0.51,High School,Part-time,Single,No,No,Education,Yes,0
JZNVWV42XO,62,148064,94807,810,63,2,2.96,36,0.54,High School,Part-time,Married,Yes,Yes,Other,Yes,0
W0FJ490R1Q,59,139748,230866,389,87,2,23.14,60,0.51,PhD,Full-time,Divorced,Yes,Yes,Business,Yes,0
GJECHO05L7,61,73627,244431,548,10,2,8.69,36,0.32,Bachelor's,Full-time,Single,No,Yes,Business,Yes,0
ZR6W202GCC,54,15025,52077,509,72,2,19.71,36,0.46,High School,Self-employed,Married,No,No,Education,Yes,0
GNLPIB2439,35,110748,196239,379,1,4,21.51,48,0.26,High School,Self-employed,Divorced,Yes,Yes,Education,No,0
JK3CV83C3K,42,29007,241755,620,4,2,23.47,12,0.87,High School,Full-time,Divorced,No,Yes,Home,Yes,0
V9YJBSCAUB,21,39083,165243,354,22,2,8.55,36,0.52,Master's,Unemployed,Single,No,No,Business,Yes,0
XYRG8278D8,69,112026,188119,652,117,2,14.01,36,0.56,PhD,Full-time,Married,No,No,Business,No,0
CVCODQ6UYF,18,111103,149075,431,81,4,13.54,60,0.51,PhD,Full-time,Single,Yes,No,Other,Yes,0
BVOPY7P4ZD,36,113063,149316,420,47,4,14.99,36,0.29,Master's,Unemployed,Divorced,No,Yes,Other,No,1
O06PGJL6CD,49,41521,179889,568,78,2,6.76,24,0.23,Bachelor's,Unemployed,Married,No,Yes,Business,Yes,0
84HAQB9EOK,56,44456,71981,622,50,1,20.25,24,0.76,PhD,Self-employed,Divorced,Yes,No,Home,No,0
8EZTJWXYQH,67,96563,106507,819,112,4,8.68,48,0.82,Bachelor's,Self-employed,Single,Yes,No,Home,No,0
BZ6IM30C7E,68,55234,169886,495,64,2,7.27,12,0.34,Bachelor's,Full-time,Married,No,Yes,Business,No,0
EO7HBOICD6,37,93792,32745,510,89,3,9.27,60,0.59,High School,Full-time,Single,No,No,Education,No,1
3EE4DXAQSH,18,139161,204802,606,98,4,16.8,12,0.34,Master's,Part-time,Divorced,Yes,Yes,Business,Yes,0
111PXDYSYJ,29,26482,182774,479,46,3,22.53,36,0.34,Bachelor's,Full-time,Single,No,Yes,Education,Yes,0
B1F26DW378,31,88593,184866,817,106,3,14.41,36,0.26,Bachelor's,Self-employed,Divorced,Yes,No,Business,No,1
DNGH5M5TP2,45,59959,51632,421,5,4,14.83,48,0.61,PhD,Self-employed,Single,Yes,No,Education,Yes,0
FM6LV7P13W,58,122719,215731,602,64,2,9.01,48,0.28,Bachelor's,Part-time,Divorced,Yes,No,Home,No,0
65AI9MJT9G,69,86716,195933,719,99,1,17.91,48,0.57,PhD,Self-employed,Married,No,No,Other,Yes,0
MCBHUBDOTO,27,116838,208518,840,8,2,5.07,12,0.44,Master's,Unemployed,Single,Yes,Yes,Business,No,0
NW6DXQ3BU9,33,45362,111014,498,100,2,4.07,48,0.43,High School,Unemployed,Single,Yes,No,Other,No,0
PION3Y8D3Z,58,73930,29250,822,33,2,19.65,24,0.13,Master's,Self-employed,Married,No,No,Education,No,0
OSRU3I0I7O,23,111145,13700,322,85,4,18.19,60,0.79,Master's,Self-employed,Divorced,No,Yes,Business,Yes,0
JG26C31ISP,35,119028,166554,519,93,1,8.1,36,0.28,Bachelor's,Self-employed,Married,Yes,No,Home,No,0
95JY4TLDN4,21,77223,147392,743,67,4,12.84,48,0.54,PhD,Part-time,Married,No,No,Other,Yes,0
FSC3P74BS3,22,87123,84830,433,11,3,18.51,36,0.23,Master's,Unemployed,Single,No,Yes,Education,Yes,0
RSNECU2DMP,32,100920,86193,534,63,3,23.06,24,0.55,High School,Part-time,Married,Yes,Yes,Other,Yes,0
Q5KB2EQC3J,55,136123,138692,521,118,1,21.91,24,0.76,Bachelor's,Part-time,Divorced,Yes,No,Other,Yes,0
S57WU21QUU,47,125515,163065,823,107,2,16.61,12,0.38,PhD,Unemployed,Divorced,Yes,Yes,Business,No,0
LCX8FMXE4C,21,124264,185878,762,18,1,12.42,36,0.32,Bachelor's,Full-time,Single,Yes,No,Business,Yes,0
G73TLSFVWK,48,40116,28359,332,82,3,11.73,36,0.72,Master's,Part-time,Married,No,Yes,Home,Yes,0
Q87QMUGPN0,24,85287,191258,523,56,1,11.04,60,0.2,High School,Part-time,Divorced,No,Yes,Business,Yes,0
E1S2EWJJ78,21,38559,67463,657,115,4,17.48,36,0.34,High School,Part-time,Divorced,Yes,Yes,Auto,Yes,0
J7Z2XFUTU3,47,51898,190064,549,21,3,16.82,60,0.73,PhD,Part-time,Single,Yes,No,Other,No,0
MSC0SWI6D1,42,103958,88745,760,32,2,14.27,24,0.78,PhD,Unemployed,Single,No,Yes,Other,Yes,0
ZYYUCR1R21,67,78177,196980,455,24,2,20.64,36,0.62,Bachelor's,Unemployed,Married,No,Yes,Home,Yes,0
BXGMT6C9XN,55,30009,36661,774,75,2,11.6,60,0.29,High School,Part-time,Married,Yes,Yes,Education,Yes,0
WUW5X4M6RT,57,97191,102794,397,69,1,12.9,12,0.87,Bachelor's,Full-time,Married,Yes,Yes,Home,Yes,0
IS4U99AI2W,53,73182,96707,617,117,2,23.17,36,0.24,Bachelor's,Self-employed,Single,Yes,No,Home,Yes,0
4L8R0OMLWX,54,22783,231855,532,50,1,23.23,24,0.31,High School,Unemployed,Married,Yes,Yes,Other,No,0
BXQQXVWTGS,55,41736,206846,374,20,2,17.62,12,0.31,PhD,Unemployed,Divorced,No,Yes,Business,Yes,0
GA7YXTCMV3,38,34866,171951,730,11,2,12.7,48,0.12,Bachelor's,Unemployed,Divorced,Yes,Yes,Auto,No,1
VSX58UVNTT,60,24926,99600,630,49,4,11.91,48,0.73,High School,Self-employed,Single,No,No,Education,Yes,0
2T045NJZ30,48,44022,207208,406,95,3,12.18,60,0.71,High School,Full-time,Divorced,No,Yes,Home,Yes,0
GT854K0AUQ,63,58356,66548,528,79,4,17.45,36,0.48,Master's,Unemployed,Single,Yes,No,Business,No,1
8WDFYWGJU4,45,47701,57861,582,50,2,20.82,24,0.14,Bachelor's,Unemployed,Divorced,No,Yes,Business,Yes,0
NPF6VEW2QK,18,147558,157561,530,26,1,20.33,36,0.66,High School,Self-employed,Divorced,Yes,Yes,Education,Yes,1
WPN74L4JPW,62,40113,215719,752,46,1,12.6,48,0.69,Master's,Unemployed,Married,Yes,No,Auto,Yes,0
KP5D462O84,46,132988,28709,696,47,3,9.77,60,0.67,Master's,Full-time,Married,Yes,Yes,Education,No,0
JOD6EUW287,65,113658,228686,743,62,4,13.83,48,0.56,High School,Self-employed,Single,No,No,Other,Yes,0
JYISGGR9TO,53,132585,228676,767,53,3,2.09,24,0.66,Master's,Part-time,Divorced,Yes,Yes,Other,No,0
WMXOEHBYFP,50,128444,174383,374,69,1,12.21,12,0.6,High School,Full-time,Married,Yes,No,Other,No,0
EO4M078BYU,60,93409,139645,472,23,3,9.67,60,0.16,High School,Part-time,Divorced,Yes,Yes,Business,Yes,0
BCCZB86R2W,60,101117,152611,565,65,4,24.86,24,0.86,Master's,Full-time,Single,No,Yes,Home,Yes,0
S0JJGLHO8J,59,51282,150501,443,60,1,10.09,36,0.57,Master's,Self-employed,Married,Yes,No,Other,No,0
CBMFNCXAUJ,34,143763,86362,391,94,4,18.87,36,0.71,Bachelor's,Unemployed,Divorced,No,No,Business,Yes,0
P0U2AHUM5Z,26,18650,102214,717,1,2,17.69,36,0.33,PhD,Part-time,Single,Yes,Yes,Auto,No,1
UQ1MBDMZ1H,27,145774,200913,617,82,3,11.51,24,0.65,PhD,Unemployed,Married,No,Yes,Auto,No,0
HPNRPDK374,50,102074,203750,761,24,2,19.27,36,0.5,High School,Self-employed,Single,No,No,Home,Yes,0
RZNXEV9K3V,40,66153,83888,738,35,2,11.91,60,0.42,Master's,Full-time,Single,Yes,Yes,Education,Yes,0
856ZV7ZUJ3,58,31407,149262,825,26,4,4.3,12,0.33,PhD,Part-time,Married,Yes,No,Auto,Yes,0
RAYXSKHUWW,41,35117,87390,676,86,3,24.57,60,0.53,Master's,Full-time,Divorced,Yes,Yes,Education,Yes,0
FBJCKSO9HQ,53,144150,157924,718,57,1,8.28,60,0.43,High School,Unemployed,Divorced,No,No,Home,Yes,0
5C6BOYCVKX,42,131983,37464,764,55,4,4.98,48,0.83,Bachelor's,Part-time,Single,Yes,Yes,Business,No,0
DW6PVGNMAD,66,64059,227143,541,114,1,18.94,12,0.37,Bachelor's,Part-time,Single,No,No,Auto,No,0
U4O8E1949A,44,56582,82564,698,19,3,7.1,48,0.86,Bachelor's,Unemployed,Single,Yes,Yes,Home,No,0
0BU9XAGWKV,26,32044,114433,771,32,4,17,24,0.73,Master's,Self-employed,Single,Yes,Yes,Auto,Yes,0
JSBOJC6FRM,41,26446,224227,675,15,3,12.07,48,0.47,High School,Part-time,Single,Yes,No,Other,Yes,0
WRWQSEPMW5,36,49845,249163,695,85,2,21.03,60,0.44,PhD,Self-employed,Married,No,No,Auto,Yes,0
FH01KDC1ID,38,60095,211407,351,27,1,22.45,60,0.15,Bachelor's,Full-time,Married,Yes,No,Business,Yes,1
J6L5FYVCQE,21,91451,9091,305,52,4,5.66,48,0.86,Master's,Part-time,Divorced,Yes,Yes,Business,Yes,0
E1HN7JAARQ,49,138243,232585,409,16,2,3.51,24,0.58,Master's,Full-time,Divorced,No,Yes,Education,No,0
SM5THE55PJ,20,140557,108403,347,73,1,7.08,36,0.18,High School,Unemployed,Single,No,Yes,Business,Yes,0
EM0X448986,21,25186,158059,601,31,3,17.62,12,0.16,Master's,Self-employed,Divorced,Yes,No,Business,Yes,0
U4SFM0GRSY,47,62257,188674,839,88,4,15.27,36,0.3,Master's,Part-time,Married,Yes,Yes,Business,No,0
TJEYCSQZ5J,48,114697,175403,638,88,3,3.83,48,0.25,Master's,Part-time,Divorced,Yes,No,Auto,No,0
M0UJGIVYNL,35,137235,214512,502,39,4,10.57,24,0.14,PhD,Unemployed,Single,No,Yes,Business,No,0
DZH51NGZTQ,23,52946,54745,419,48,4,22.69,12,0.29,Bachelor's,Part-time,Married,No,No,Home,No,0
HDQJC4OOAJ,56,120814,171193,507,86,4,22.69,24,0.32,Master's,Part-time,Divorced,Yes,Yes,Other,Yes,0
FZ6W3GDBMW,68,111703,38537,552,4,2,9.68,48,0.32,Bachelor's,Self-employed,Married,No,No,Education,Yes,0
DYQEFCAJXV,41,41941,171921,350,35,3,16.4,48,0.79,Bachelor's,Part-time,Married,Yes,No,Education,Yes,0
XITHN21NIX,66,88032,145684,384,112,2,21.63,48,0.16,Master's,Self-employed,Single,No,No,Business,Yes,0
SPW9FQASWE,67,146606,228230,736,119,2,23.1,12,0.83,PhD,Full-time,Divorced,No,No,Auto,Yes,0
8ZYGG5YNOK,52,77996,144667,577,76,1,14.76,60,0.54,High School,Unemployed,Married,Yes,Yes,Business,No,0
VXG89W5WR9,30,23252,58012,660,15,2,8.82,24,0.43,Bachelor's,Unemployed,Divorced,Yes,Yes,Other,No,0
N9UYHCVH0R,27,81201,16391,380,27,1,20.52,24,0.56,Bachelor's,Full-time,Single,Yes,No,Auto,Yes,0
ZE2W8DGS8M,42,118908,164702,310,57,3,23.21,12,0.35,Bachelor's,Unemployed,Married,Yes,Yes,Home,Yes,0
7641UVSOIL,53,95329,96791,648,88,2,21.03,24,0.39,Master's,Self-employed,Married,No,No,Business,No,0
Y3BJIYMTYT,57,38419,131863,772,76,3,9.13,24,0.59,PhD,Full-time,Married,No,No,Auto,Yes,0
8EI66GYIUK,25,48315,73307,800,18,3,15.18,24,0.33,Master's,Unemployed,Divorced,No,Yes,Auto,Yes,0
MJ2EZD7URP,65,139004,42159,693,49,4,23.83,12,0.14,Master's,Unemployed,Single,Yes,Yes,Other,No,0
NRBB5GAW4I,55,75689,163040,541,99,3,15.27,48,0.38,Master's,Self-employed,Married,No,No,Auto,No,0
V4C0V1A74K,69,139924,107928,391,40,3,24.41,36,0.27,Master's,Part-time,Divorced,No,No,Education,No,0
L617O8FZTD,25,92726,214092,846,104,3,5.63,12,0.75,High School,Self-employed,Single,No,No,Other,Yes,1
M96DRX5N1R,58,113362,121483,405,35,1,2.83,36,0.35,Bachelor's,Part-time,Single,No,Yes,Education,No,0
KBA6PYED8T,65,30925,57130,711,60,2,23.63,48,0.35,Master's,Self-employed,Married,Yes,No,Education,No,0
KJLSZM10D5,20,74805,7813,554,103,1,4.88,60,0.18,High School,Unemployed,Divorced,No,No,Business,Yes,0
1Y51OJY3ZM,60,36282,201270,613,3,1,22.18,60,0.29,PhD,Part-time,Married,Yes,No,Education,No,0
S5QTC5G8DL,33,106083,215275,738,68,3,17.01,60,0.59,Master's,Self-employed,Married,No,No,Business,No,0
N9TY82P52K,61,115955,109039,774,51,2,17.68,12,0.46,High School,Part-time,Married,Yes,No,Auto,Yes,0
UVXPTHWO4B,52,29913,143883,667,32,2,15.26,24,0.61,PhD,Full-time,Divorced,Yes,No,Auto,Yes,1
ULXY9YQFF2,29,45022,172090,633,106,4,15.59,12,0.25,High School,Full-time,Married,No,Yes,Auto,No,0
NU817XHYQX,41,79413,160951,752,65,4,22.77,12,0.63,High School,Self-employed,Married,Yes,Yes,Education,No,0
MTF3O38K39,56,60124,108216,689,115,2,15.97,60,0.53,Bachelor's,Self-employed,Married,No,Yes,Home,No,1
0H7VWPYBAY,66,56549,65566,413,71,1,6.73,24,0.54,PhD,Self-employed,Divorced,Yes,Yes,Business,No,0
X1N0U2SSLR,47,79608,104045,572,70,1,3.88,36,0.76,Bachelor's,Full-time,Married,No,Yes,Auto,No,0
65J3WZCYTD,29,128202,159378,342,10,3,5.57,12,0.28,Bachelor's,Self-employed,Divorced,Yes,No,Education,Yes,0
J18VPNH8EP,46,19996,193545,559,54,1,8.81,48,0.47,High School,Self-employed,Married,Yes,No,Home,Yes,0
NIUFRIPDQM,18,15833,72894,342,111,4,14.22,12,0.25,Bachelor's,Unemployed,Single,No,Yes,Business,No,0
HGZAVZ71LH,23,66885,206964,686,64,2,17.05,24,0.13,High School,Self-employed,Divorced,No,Yes,Home,No,0
DZIP5ZKZ32,22,129048,45701,670,113,1,21.11,60,0.88,Bachelor's,Part-time,Married,Yes,No,Other,No,0
GZE3KBD51B,58,128891,129462,721,113,1,19.3,12,0.59,Bachelor's,Part-time,Married,Yes,No,Other,Yes,0
9JHA2ZVARU,50,147075,8794,342,109,3,9.66,60,0.66,Master's,Full-time,Single,No,Yes,Auto,No,0
LNMX4AZJTH,30,114481,151395,421,40,3,2.21,48,0.82,Bachelor's,Unemployed,Married,Yes,No,Home,Yes,0
EW02NIXUQE,22,130509,187239,572,89,1,21.87,60,0.63,PhD,Self-employed,Single,Yes,Yes,Auto,Yes,0
KYKGJC1W9J,66,109953,194579,691,0,1,3.52,24,0.19,High School,Self-employed,Single,No,Yes,Business,Yes,0
VE6BC0TFTF,28,120771,123460,757,102,1,9.14,60,0.35,PhD,Unemployed,Divorced,No,No,Home,Yes,0
MAZRHHS7PA,50,118591,18719,717,28,1,19.58,12,0.31,Bachelor's,Part-time,Single,Yes,Yes,Auto,No,0
90XZCJA1BG,45,96126,103354,838,4,4,12.49,36,0.32,Bachelor's,Unemployed,Single,Yes,No,Education,No,0
0UM7TVUD1D,67,146828,192039,409,51,3,20.83,12,0.37,High School,Full-time,Divorced,Yes,No,Business,No,0
360Z5ZJFBG,67,84387,227822,514,65,3,7.7,60,0.45,PhD,Unemployed,Divorced,Yes,Yes,Home,No,0
ZH23JRTH4D,18,56342,240104,388,99,1,24.68,24,0.44,Master's,Self-employed,Divorced,Yes,No,Business,Yes,1
L6JPF1F6XA,48,128169,216269,437,8,4,23.62,12,0.4,Bachelor's,Part-time,Single,Yes,No,Business,Yes,0
1F5WCWKEID,53,77889,205468,688,35,3,7.81,36,0.12,PhD,Full-time,Divorced,No,Yes,Business,Yes,1
7P1B84X2Y9,34,119670,40932,315,113,2,16.81,60,0.64,PhD,Unemployed,Single,Yes,No,Home,Yes,0
9RZEVR4FXW,36,106185,44933,417,89,2,2.47,36,0.45,Master's,Part-time,Single,Yes,Yes,Home,No,0
YDZLFA17NO,23,106370,181470,531,108,3,5.74,60,0.19,Master's,Unemployed,Married,No,No,Education,No,0
VIAN9E82HE,52,114441,34841,784,12,1,17,60,0.61,High School,Self-employed,Divorced,Yes,Yes,Education,No,0
NOPPNDYL7Q,33,132778,94000,569,36,2,6.9,36,0.16,Master's,Full-time,Divorced,Yes,No,Other,Yes,0
4HDSOIRBCA,29,129223,25756,546,100,2,11.7,48,0.51,PhD,Self-employed,Married,Yes,Yes,Other,Yes,0
BCFIF2HIZ4,36,59666,42822,371,73,4,20.35,24,0.52,Master's,Part-time,Married,Yes,No,Home,Yes,0
X3RNF66N5M,36,45311,20111,497,69,3,7.75,60,0.83,PhD,Self-employed,Single,Yes,No,Business,Yes,0
JPH95G8GZK,65,88150,243564,848,47,2,8.79,60,0.4,PhD,Unemployed,Divorced,No,No,Business,No,0
AC357ZXPZS,25,15514,77234,799,80,2,22.66,36,0.36,High School,Full-time,Divorced,Yes,No,Home,Yes,0
XWDO6NWXLY,34,115165,55378,650,51,4,15.46,24,0.74,Master's,Unemployed,Single,Yes,Yes,Other,Yes,0
OWIZ61YNE8,46,82684,213040,534,11,1,19.05,12,0.11,PhD,Full-time,Single,Yes,Yes,Business,No,0
YQHR689GZY,25,134967,52978,561,53,1,11.08,12,0.29,High School,Full-time,Divorced,No,Yes,Education,No,0
A0WB2ACUJY,40,114718,111258,738,11,1,2.08,60,0.38,Master's,Unemployed,Married,Yes,No,Education,Yes,0
2NB42P839C,25,137920,120301,688,19,4,11.39,24,0.51,Master's,Unemployed,Married,Yes,Yes,Business,Yes,0
LY2Y8FDLQ3,55,122506,182131,751,71,3,6.52,60,0.79,Master's,Self-employed,Married,Yes,Yes,Home,Yes,0
8DV5Q9BESB,31,31530,5115,485,91,3,18.22,12,0.19,High School,Unemployed,Divorced,Yes,No,Auto,No,0
F43XBE7T8G,40,28052,69433,621,70,2,18.13,24,0.79,Bachelor's,Part-time,Single,No,Yes,Business,Yes,0
20WWOLXW6P,51,25491,13528,712,50,1,18.09,12,0.88,PhD,Unemployed,Divorced,Yes,No,Business,No,1
MU3CEKSYXI,22,129637,140996,550,29,3,9.78,60,0.38,Master's,Part-time,Married,No,No,Auto,Yes,0
EFQI2W61GM,30,139460,47607,687,118,2,11.85,60,0.69,High School,Part-time,Divorced,Yes,No,Other,No,0
WUTXRX57VU,23,56383,225381,652,103,3,15.7,48,0.44,Bachelor's,Part-time,Single,No,Yes,Home,No,0
OI015VGYGK,21,84051,133067,692,87,2,10.09,36,0.63,Bachelor's,Full-time,Divorced,Yes,Yes,Business,No,0
XCHU5Y53VD,44,66989,144551,807,67,1,8.09,24,0.9,Bachelor's,Full-time,Married,Yes,Yes,Business,No,0
C2E4ZNBJDQ,51,102224,40822,737,30,3,14.16,48,0.8,Bachelor's,Unemployed,Married,No,Yes,Other,No,0
JOIKKS2J7N,59,27637,215992,705,39,1,11.2,36,0.34,High School,Full-time,Single,Yes,No,Other,Yes,0
0TQR6J6AZL,53,92033,131091,792,33,4,7.9,48,0.54,High School,Self-employed,Divorced,No,No,Home,No,0
E6HLF4P7LT,42,78445,198705,360,32,3,20.03,12,0.54,Bachelor's,Part-time,Divorced,No,No,Auto,Yes,0
8L14NEY68X,40,108611,225046,333,110,2,11.3,48,0.84,Master's,Full-time,Single,No,No,Auto,Yes,0
MDJFF0522E,26,27512,153465,327,23,1,7.9,60,0.69,Master's,Self-employed,Divorced,No,No,Business,No,0
ROPFNKGO0J,44,27987,17606,537,14,4,10.43,12,0.86,Master's,Part-time,Divorced,No,Yes,Auto,Yes,0
JHSMMX4CLV,69,111425,225013,497,41,1,14.66,24,0.22,PhD,Self-employed,Married,No,No,Education,No,0
5NUEUBYTBQ,30,17947,77496,400,102,1,14.04,48,0.81,Master's,Self-employed,Divorced,Yes,Yes,Home,Yes,0
V9B1X2UE3B,38,83514,108536,545,103,4,10.36,24,0.24,Bachelor's,Self-employed,Divorced,No,No,Business,Yes,0
BZZXJ5VY96,46,45638,165010,321,3,4,10.88,48,0.73,High School,Full-time,Single,No,Yes,Home,No,1
CJXEKUMDLR,21,100596,198332,523,50,4,17.31,24,0.44,PhD,Part-time,Married,No,Yes,Auto,Yes,1
AJ32IMS3TF,38,134962,56738,741,13,3,15.63,36,0.32,Bachelor's,Self-employed,Married,No,Yes,Home,No,0
NYA1CHGYQX,50,40626,198111,394,20,4,22.86,36,0.26,Master's,Self-employed,Single,No,No,Home,No,1
FFKC7RI42E,50,106559,63557,666,34,1,5.02,24,0.51,PhD,Part-time,Divorced,No,Yes,Business,Yes,0
RAFUE23O7Q,55,75315,79696,776,68,4,13.18,48,0.76,Master's,Full-time,Married,No,Yes,Education,Yes,0
GID5ZVK4CJ,33,21881,46340,481,3,2,16.23,36,0.59,High School,Unemployed,Single,Yes,Yes,Business,No,0
HX3LOH9RYE,27,25916,20029,465,56,2,4.4,24,0.33,PhD,Part-time,Married,No,No,Auto,Yes,0
Z7VJXQR6JI,47,97271,202575,812,21,3,4.55,12,0.81,Master's,Self-employed,Divorced,No,Yes,Education,No,0
QQPUWP4HBU,22,103558,38778,684,5,1,3.51,12,0.22,Bachelor's,Part-time,Divorced,Yes,No,Auto,Yes,0
TS7LCX7EZX,63,94157,246585,503,7,1,3.47,48,0.86,Master's,Part-time,Single,No,Yes,Auto,No,0
MDETQJO2G0,51,64267,8861,831,26,2,4.19,12,0.52,Bachelor's,Self-employed,Single,Yes,No,Auto,No,0
VHG17N6E8O,18,120901,43999,326,0,3,5.42,24,0.38,Bachelor's,Unemployed,Single,No,No,Home,Yes,0
YY40WBL4RJ,32,26946,75165,687,10,1,24.97,48,0.51,PhD,Unemployed,Divorced,No,No,Education,No,0
4XCZD7SC31,20,143978,42768,559,83,3,12.47,60,0.69,High School,Self-employed,Divorced,No,No,Education,No,0
8MGFLCDUOT,30,29885,180298,549,43,1,13.37,24,0.45,Master's,Unemployed,Divorced,Yes,Yes,Education,No,0
I07DQS409U,66,52577,204437,754,17,4,2.89,36,0.25,Master's,Self-employed,Divorced,No,Yes,Other,No,0
Y7F5FSHC9K,57,106115,143702,676,34,1,2.46,60,0.68,PhD,Self-employed,Single,Yes,No,Home,No,0
BUDSITEEZA,23,90654,133356,806,44,2,17.43,60,0.18,PhD,Full-time,Divorced,Yes,No,Other,Yes,0
2O2CL5ITY8,23,31721,87903,381,23,4,6.52,48,0.16,PhD,Full-time,Married,No,Yes,Auto,No,1
LWVFD5BT0U,34,49984,88970,699,24,1,6.08,60,0.21,Bachelor's,Self-employed,Single,No,No,Education,No,0
CNZAQVD7YX,27,78478,174073,577,113,1,5.83,36,0.55,PhD,Part-time,Divorced,Yes,Yes,Business,Yes,0
A58J0U7C3G,42,127672,186273,730,30,4,19.85,24,0.31,Master's,Self-employed,Single,No,No,Business,Yes,0
PFN016YDAH,40,39531,18185,460,19,2,4,60,0.49,Master's,Unemployed,Married,Yes,Yes,Business,No,0
HT7ELKRDYE,53,105647,168627,494,95,3,10.37,60,0.89,Master's,Unemployed,Divorced,Yes,Yes,Business,Yes,0
GRWCBFGFGC,43,95038,8174,628,73,2,9.54,36,0.23,Bachelor's,Self-employed,Single,No,Yes,Home,Yes,0
YEGO0C2QE9,68,136214,239241,713,35,2,13.62,36,0.44,Master's,Full-time,Single,No,Yes,Business,Yes,0
MM8X5Q52AX,38,139292,185845,387,100,1,6.43,36,0.86,Master's,Part-time,Divorced,Yes,Yes,Home,No,0
5HKQ7UNSCC,32,148132,155501,329,76,3,12.36,60,0.52,High School,Part-time,Single,Yes,No,Education,Yes,0
BG2E90WHS9,53,19110,238166,794,6,2,6.86,36,0.2,High School,Self-employed,Single,No,No,Auto,Yes,0
EOFZUY1VLH,29,16749,6323,687,50,3,15.19,48,0.17,Master's,Part-time,Divorced,No,Yes,Education,Yes,0
UKZDP2CIVZ,67,128818,129775,641,55,4,11.53,48,0.59,PhD,Full-time,Married,No,Yes,Home,Yes,0
QT8P7FY9YV,30,88175,25516,708,7,3,9.4,60,0.82,High School,Unemployed,Married,Yes,No,Auto,No,0
EPV9P5YO3A,60,34017,33623,516,95,2,20.8,36,0.28,High School,Part-time,Single,Yes,No,Other,Yes,0
K99E83MQO3,65,120939,42863,755,4,2,9.19,36,0.83,Master's,Full-time,Single,No,No,Business,Yes,0
UC8B2V0C4K,22,120737,42523,728,100,4,14.52,12,0.48,Master's,Part-time,Married,Yes,No,Home,No,0
8C75H7PEAA,31,48124,234517,443,80,1,2.26,48,0.87,Bachelor's,Self-employed,Married,Yes,No,Education,Yes,0
WBPHR8MOOO,35,60647,207204,486,10,3,4.09,36,0.57,High School,Part-time,Divorced,Yes,No,Other,Yes,0
4REG7IDBZI,23,23796,165914,456,16,4,20.13,12,0.32,PhD,Full-time,Married,No,Yes,Home,Yes,0
Y865H6QHFY,19,47665,103082,681,86,2,15.11,24,0.28,Bachelor's,Unemployed,Single,No,No,Home,No,0
UJHMGOYYYT,18,15346,151696,543,5,3,12.04,48,0.47,Master's,Part-time,Divorced,No,Yes,Home,Yes,0
G3CSCTQ5XX,33,70030,158133,390,103,4,14.64,48,0.25,Master's,Self-employed,Divorced,No,Yes,Business,No,0
4QBCSL0KST,43,89862,71814,481,88,3,18.19,24,0.21,PhD,Self-employed,Married,Yes,Yes,Other,No,0
